section,reference,title,body,ifc_type,occupancy,design_phase,code_category,primary_responsibility
604 Water Closets and Toilet Compartments,604.2,Location,"The water closet shall be positioned with a wall or partition to the rear and to one side. The centerline of the water closet shall be 16 inches (405 mm) minimum to 18 inches (455 mm) maximum from the side wall or partition, except that the water closet shall be 17 inches (430 mm) minimum and 19 inches (485 mm) maximum from the side wall or partition in the ambulatory accessible toilet compartment specified in 604.8.2. Water closets shall be arranged for a left-hand or right-hand approach.","['Wall', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.3,Clearance,Clearances around water closets and in toilet compartments shall comply with 604.3.,"['Wall', 'Slab', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.3.1,Size,Clearance around a water closet shall be 60 inches (1525 mm) minimum measured perpendicular from the side wall and 56 inches (1420 mm) minimum measured perpendicular from the rear wall.,"['Wall', 'Slab', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.3.2,Overlap,"The required clearance around the water closet shall be permitted to overlap the water closet, associated grab bars, dispensers, sanitary napkin disposal units, coat hooks, shelves, accessible routes, clear floor space and clearances required at other fixtures, and the turning space. No other fixtures or obstructions shall be located within the required water closet clearance.","['Slab', 'Wall', 'Door', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.4,Seats,The seat height of a water closet above the finish floor shall be 17 inches (430 mm) minimum and 19 inches (485 mm) maximum measured to the top of the seat. Seats shall not be sprung to return to a lifted position.,"['PlumbingSystems', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'High Hazard (H)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.5,Grab Bars,Grab bars for water closets shall comply with 609. Grab bars shall be provided on the side wall closest to the water closet and on the rear wall.,"['Wall', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.5.1,Side Wall,"The side wall grab bar shall be 42 inches (1065 mm) long minimum, located 12 inches (305 mm) maximum from the rear wall and extending 54 inches (1370 mm) minimum from the rear wall.","['Wall', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.5.2,Rear Wall,The rear wall grab bar shall be 36 inches (915 mm) long minimum and extend from the centerline of the water closet 12 inches (305 mm) minimum on one side and 24 inches (610 mm) minimum on the other side.,['Wall'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.6,Flush Controls,Flush controls shall be hand operated or automatic. Hand operated flush controls shall comply with 309. Flush controls shall be located on the open side of the water closet except in ambulatory accessible compartments complying with 604.8.2.,"['BuildingElementProxy', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.7,Dispensers,Toilet paper dispensers shall comply with 309.4 and shall be 7 inches (180 mm) minimum and 9 inches (230 mm) maximum in front of the water closet measured to the centerline of the dispenser. The outlet of the dispenser shall be 15 inches (380 mm) minimum and 48 inches (1220 mm) maximum above the finish floor and shall not be located behind grab bars. Dispensers shall not be of a type that controls delivery or that does not allow continuous paper flow.,"['BuildingElementProxy', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.8,Toilet Compartments,Wheelchair accessible toilet compartments shall meet the requirements of 604.8.1 and 604.8.3. Compartments containing more than one plumbing fixture shall comply with 603. Ambulatory accessible compartments shall comply with 604.8.2 and 604.8.3.,"['Wall', 'Door', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.8.1,Wheelchair Accessible Compartments,Wheelchair accessible compartments shall comply with 604.8.1.,"['Wall', 'Door', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.8.1.1,Size,"Wheelchair accessible compartments shall be 60 inches (1525 mm) wide minimum measured perpendicular to the side wall, and 56 inches (1420 mm) deep minimum for wall hung water closets and 59 inches (1500 mm) deep minimum for floor mounted water closets measured perpendicular to the rear wall. Wheelchair accessible compartments for children’s use shall be 60 inches (1525 mm) wide minimum measured perpendicular to the side wall, and 59 inches (1500 mm) deep minimum for wall hung and floor mounted water closets measured perpendicular to the rear wall.","['Wall', 'Slab', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.8.1.2,Doors,"Toilet compartment doors, including door hardware, shall comply with 404 except that if the approach is to the latch side of the compartment door, clearance between the door side of the compartment and any obstruction shall be 42 inches (1065 mm) minimum. Doors shall be located in the front partition or in the side wall or partition farthest from the water closet. Where located in the front partition, the door opening shall be 4 inches (100 mm) maximum from the side wall or partition farthest from the water closet. Where located in the side wall or partition, the door opening shall be 4 inches (100 mm) maximum from the front partition. The door shall be self-closing. A door pull complying with 404.2.7 shall be placed on both sides of the door near the latch. Toilet compartment doors shall not swing into the minimum required compartment area.","['Door', 'Wall', 'Partition']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.8.1.3,Approach,Compartments shall be arranged for left-hand or right-hand approach to the water closet.,"['Wall', 'Door', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.8.1.4,Toe Clearance,"The front partition and at least one side partition shall provide a toe clearance of 9 inches (230 mm) minimum above the finish floor and 6 inches (150 mm) deep minimum beyond the compartment-side face of the partition, exclusive of partition support members. Compartments for children’s use shall provide a toe clearance of 12 inches (305 mm) minimum above the finish floor.","['Wall', 'Partition', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.8.1.5,Grab Bars,"Grab bars shall comply with 609. A side-wall grab bar complying with 604.5.1 shall be provided and shall be located on the wall closest to the water closet. In addition, a rear-wall grab bar complying with 604.5.2 shall be provided.","['Wall', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.8.2,Ambulatory Accessible Compartments,Ambulatory accessible compartments shall comply with 604.8.2.,"['Wall', 'Door', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.8.2.1,Size,Ambulatory accessible compartments shall have a depth of 60 inches (1525 mm) minimum and a width of 35 inches (890 mm) minimum and 37 inches (940 mm) maximum.,"['Wall', 'Door', 'Slab']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.8.2.2,Doors,"Toilet compartment doors, including door hardware, shall comply with 404, except that if the approach is to the latch side of the compartment door, clearance between the door side of the compartment and any obstruction shall be 42 inches (1065 mm) minimum. The door shall be self-closing. A door pull complying with 404.2.7 shall be placed on both sides of the door near the latch. Toilet compartment doors shall not swing into the minimum required compartment area.","['Door', 'Wall']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Mercantile (M)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.8.2.3,Grab Bars,Grab bars shall comply with 609. A side-wall grab bar complying with 604.5.1 shall be provided on both sides of the compartment.,"['Wall', 'BuildingElementProxy']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.8.3,Coat Hooks and Shelves,Coat hooks shall be located within one of the reach ranges specified in 308. Shelves shall be located 40 inches (1015 mm) minimum and 48 inches (1220 mm) maximum above the finish floor.,"['Wall', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.9,Water Closets and Toilet Compartments for Children’s Use,Water closets and toilet compartments for children’s use shall comply with 604.9.,"['Slab', 'Wall', 'Door']","['Educational (E)', 'Assembly (A)', 'Business (B)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.9.1,Location,"The water closet shall be located with a wall or partition to the rear and to one side. The centerline of the water closet shall be 12 inches (305 mm) minimum and 18 inches (455 mm) maximum from the side wall or partition, except that the water closet shall be 17 inches (430 mm) minimum and 19 inches (485 mm) maximum from the side wall or partition in the ambulatory accessible toilet compartment specified in 604.8.2. Compartments shall be arranged for left-hand or right-hand approach to the water closet.","['Wall', 'Partition']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Mercantile (M)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.9.2,Clearance,Clearance around a water closet shall comply with 604.3.,"['BuildingElementProxy', 'Slab', 'Wall', 'Door']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'Institutional (I)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.9.3,Height,The height of water closets shall be 11 inches (280 mm) minimum and 17 inches (430 mm) maximum measured to the top of the seat. Seats shall not be sprung to return to a lifted position.,['BuildingElementProxy'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Factory and Industrial (F)', 'High Hazard (H)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.9.4,Grab Bars,Grab bars for water closets shall comply with 604.5.,"['Wall', 'Covering']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.9.5,Flush Controls,Flush controls shall be hand operated or automatic. Hand operated flush controls shall comply with 309.2 and 309.4 and shall be installed 36 inches (915 mm) maximum above the finish floor. Flush controls shall be located on the open side of the water closet except in ambulatory accessible compartments complying with 604.8.2.,['Plumbing'],"['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
604 Water Closets and Toilet Compartments,604.9.6,Dispensers,Toilet paper dispensers shall comply with 309.4 and shall be 7 inches (180 mm) minimum and 9 inches (230 mm) maximum in front of the water closet measured to the centerline of the dispenser. The outlet of the dispenser shall be 14 inches (355 mm) minimum and 19 inches (485 mm) maximum above the finish floor. There shall be a clearance of 1 1/2 inches (38 mm) minimum below the grab bar. Dispensers shall not be of a type that controls delivery or that does not allow continuous paper flow.,"['BuildingElementProxy', 'Wall']","['Assembly (A)', 'Business (B)', 'Educational (E)', 'Institutional (I)', 'Residential (R)']","['sd', 'dd', 'cd']",accessibility,architect
